ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,Area,WikiData,Leading Candidate,Leading Party,Trailing Candidate,Trailing Party,Margin
"32",KERALA,"14",THIRUVANANTHAPURAM,"131",Vamanapuram,"19",ATTINGAL,"3219",0.036701009140000,Q16136220,Adv. D. K. Murali,Communist Party of India  (Marxist),Anad Jayan,Indian National Congress,"10242"
"32",KERALA,"14",THIRUVANANTHAPURAM,"128",Attingal (SC),"19",ATTINGAL,"3219",0.014807551570000,Q16136708,O S AMBIKA,Communist Party of India  (Marxist),ADV. P SUDHEER,Bharatiya Janata Party,"31636"
"32",KERALA,"14",THIRUVANANTHAPURAM,"129",Chirayinkeezhu,"19",ATTINGAL,"3219",0.009403984560000,Q16137800,V. Sasi,Communist Party of India,B. S. Anoop,Indian National Congress,"14017"
"32",KERALA,"14",THIRUVANANTHAPURAM,"136",Aruvikkara,"19",ATTINGAL,"3219",0.030884312070000,Q7602920,Adv. G. Steephen,Communist Party of India  (Marxist),K. S. Sabarinadhan,Indian National Congress,"5046"
"32",KERALA,"14",THIRUVANANTHAPURAM,"130",Nedumangad,"19",ATTINGAL,"3219",0.011840207610000,Q16136140,Adv. G. R. ANIL,Communist Party of India,P. S. PRASANTH,Indian National Congress,"23309"
"32",KERALA,"14",THIRUVANANTHAPURAM,"132",Kazhakoottam,"20",THIRUVANANTHAPURA,"3220",0.007094343020000,Q13111089,Kadakampally Surendran,Communist Party of India  (Marxist),Sobha Surendran,Bharatiya Janata Party,"23497"
"32",KERALA,"14",THIRUVANANTHAPURAM,"137",Parassala,"20",THIRUVANANTHAPURA,"3220",0.025186490930000,Q13113201,C.K.HAREENDRAN,Communist Party of India  (Marxist),AN SAJITHA RESSAL.R.K,Indian National Congress,"25828"
"32",KERALA,"14",THIRUVANANTHAPURAM,"133",Vattiyoorkavu(SC),"20",THIRUVANANTHAPURA,"3220",0.002775013190000,Q13114513,Adv.V.K.PRASANTH,Communist Party of India  (Marxist),Adv.V.V.RAJESH,Bharatiya Janata Party,"21515"
"32",KERALA,"14",THIRUVANANTHAPURAM,"138",Kattakkada,"19",ATTINGAL,"3219",0.009321249220000,Q6378291,Adv I B SATHEESH,Communist Party of India  (Marxist),MALAYINKEEZHU VENUGOPAL,Indian National Congress,"23231"
"32",KERALA,"14",THIRUVANANTHAPURAM,"134",Thiruvananthapura,"20",THIRUVANANTHAPURA,"3220",0.003305436250000,Q16137289,Adv.ANTONY RAJU,Janadhipathiya Kerala Congress,V .S .Sivakumar,Indian National Congress,"7089"
"32",KERALA,"14",THIRUVANANTHAPURAM,"135",Nemom,"20",THIRUVANANTHAPURA,"3220",0.003031358020000,Q13113005,K. Babu,Communist Party of India  (Marxist),C.N.Vijayakrishnan,Communist Marxist Party Kerala State Committee,"28704"
"32",KERALA,"14",THIRUVANANTHAPURAM,"140",Neyyattinkara,"20",THIRUVANANTHAPURA,"3220",0.007676459110000,Q16136265,K. ANSALAN,Communist Party of India  (Marxist),SELVARAJ. R,Indian National Congress,"14262"
"32",KERALA,"14",THIRUVANANTHAPURAM,"139",Kovalam,"20",THIRUVANANTHAPURA,"3220",0.007109455090000,Q13111733,Adv. M. VINCENT,Indian National Congress,NEELALOHITHADASAN NADAR,Janata Dal  (Secular),"11562"
"32",KERALA,"8",ERNAKULAM,"67",Kothamangalam,"13",IDUKKI,"3213",,Q7798271,P BALACHANDRAN,Communist Party of India,PADMAJA VENUGOPAL,Indian National Congress,"946"
